lambda1,lambda2,lambda3,x_optimal,loss_optimal,cov_11,cov_12,cov_13,cov_21,cov_22,cov_23,cov_31,cov_32,cov_33,sensitivity_norm
0.26751828776935993,0.4221575685857106,0.31032414364492955,"[0.         0.         0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999]",0.2675182877693601,0.9999999999999953,3.3306690738754696e-12,-3.3306690738754696e-12,3.3306690738754696e-12,-5.551115123125783e-15,-400.0000000000037,-3.3306690738754696e-12,-400.0000000000037,-0.5000000000000171,565.6865298025099
0.331256603024617,0.23188285576666223,0.4368605412087207,"[0.         1.         0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999]",0.23188285576666293,9.825473767932635e-13,199.999999999777,-400.0000000000092,199.999999999777,1.0000000000013358,-2.447694824603275e-10,-400.0000000000092,-2.447694824603275e-10,-0.4999999999997812,632.4565202445432
0.09413205108702585,0.36368015861710334,0.5421877902958707,"[0.         0.         0.50000001 0.50000001 0.50000001 0.50000001
 0.50000001 0.50000001 0.50000001 0.50000001 0.50000001 0.50000001
 0.50000001 0.50000001 0.50000001 0.50000001 0.50000001 0.50000001
 0.50000001 0.50000001 0.50000001 0.50000001]",0.09413205108702592,0.9999999999999926,-1.1102230246251565e-12,-1.1102230246251565e-12,-1.1102230246251565e-12,4.163336342344337e-15,-399.99999999999284,-1.1102230246251565e-12,-399.99999999999284,-0.4999999999999852,565.6865298024945
0.17239657336274322,0.5592868971993731,0.2683165294378838,"[0.         0.         0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999]",0.17239657336274353,0.9999999999999787,-6.661338147750939e-12,2.1094237467877974e-11,-6.661338147750939e-12,-2.7755575615628914e-14,-399.9999999999915,2.1094237467877974e-11,-399.9999999999915,-0.5000000000000115,565.6865298024926
0.23906118797271728,0.7399540381408524,0.020984773886430316,"[1.  0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5]",0.02098477388643034,-0.9999999999999966,-199.9999999999989,400.0000000000014,-199.9999999999989,-1.0000000000000009,400.0000000000044,400.0000000000014,400.0000000000044,0.9999999999999991,848.5299051889735
0.04800287663254893,0.010755549023808944,0.9412415743436422,"[0.         1.         0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999]",0.01075554902380896,-1.214306433183765e-15,199.99999999999977,-400.00000000000017,199.99999999999977,1.0000000000000013,-5.898059818321144e-13,-400.00000000000017,-5.898059818321144e-13,-0.5000000000000013,632.4565202446727
0.2037233079291513,0.27604192269594807,0.5202347693749007,"[0.  0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5]",0.20372330792915136,1.0000000000000009,-2.220446049250313e-12,0.0,-2.220446049250313e-12,2.7755575615628914e-15,-399.99999999999756,0.0,-399.99999999999756,-0.500000000000006,565.6865298025012
0.4291275471695024,0.16545797103283325,0.40541448179766437,"[0.  1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5]",0.1654579710328333,5.2735593669694936e-14,200.00000000004292,-400.0000000000098,200.00000000004292,1.0000000000004394,-8.770761894538737e-11,-400.0000000000098,-8.770761894538737e-11,-0.49999999999997546,632.4565202447121
0.09667506403216004,0.7844882179420298,0.1188367180258101,"[0.         0.         0.49999997 0.49999997 0.49999997 0.49999997
 0.49999997 0.49999997 0.49999997 0.49999997 0.49999997 0.49999997
 0.49999997 0.49999997 0.49999997 0.49999997 0.49999997 0.49999997
 0.49999997 0.49999997 0.49999997 0.49999997]",0.09667506403216221,0.9999999999998773,-2.0261570199409107e-11,-3.136380044566067e-11,-2.0261570199409107e-11,-1.582067810090848e-13,-399.9999999999748,-3.136380044566067e-11,-399.9999999999748,-0.5000000000001614,565.6865298024691
0.6944697710159613,0.1770298233874833,0.1285004055965553,"[1.         0.90426997 0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5       ]",0.12850040559655537,-1.0000000000000064,-200.00000000000017,400.000000000017,-200.00000000000017,-1.0000000000000009,399.9999999999992,400.000000000017,399.9999999999992,0.9999999999999926,848.5299051889839
0.12778761664756313,0.6189153875031824,0.2532969958492544,"[0.  0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5]",0.1277876166475632,0.9999999999999953,-1.1102230246251565e-12,3.3306690738754696e-12,-1.1102230246251565e-12,5.551115123125783e-15,-399.9999999999887,3.3306690738754696e-12,-399.9999999999887,-0.5000000000000032,565.6865298024886
0.4615488525150127,0.01041837545572343,0.5280327720292639,"[0.         1.         0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.50000001]",0.010418375455723463,-3.469446951953614e-16,199.99999999999983,-400.00000000000006,199.99999999999983,1.0000000000000009,0.0,-400.00000000000006,0.0,-0.5000000000000006,632.4565202446727
0.19793178988248103,0.20055513621530874,0.6015130739022103,"[0.         0.         0.50000001 0.50000001 0.50000001 0.50000001
 0.50000001 0.50000001 0.50000001 0.50000001 0.50000001 0.50000001
 0.50000001 0.50000001 0.50000001 0.50000001 0.50000001 0.50000001
 0.50000001 0.50000001 0.50000001 0.50000001]",0.19793178988248125,0.2623346332827986,147.53307334343157,-347.5330733434373,147.53307334343157,-1.6653345369377348e-14,-400.00000000000256,-347.5330733434373,-400.00000000000256,-0.5000000000000226,777.8758309748739
0.5288861636257658,0.20576416919974758,0.26534966717448666,"[1.  1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5]",0.26534966717448666,-1.0000000000000009,-199.99999999999574,400.00000000000034,-199.99999999999574,-1.0000000000000009,400.00000000000034,400.00000000000034,400.00000000000034,1.0000000000000009,848.5299051889672
0.5074412404383046,0.026352025114013945,0.46620673444768146,"[0.  1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5]",0.026352025114013976,6.938893903907228e-16,200.00000000001182,-400.00000000000006,200.00000000001182,1.0000000000000053,-1.0408340855860843e-12,-400.00000000000006,-1.0408340855860843e-12,-0.5000000000000001,632.4565202446802
0.7479612611280478,0.1590796628121647,0.09295907605978734,"[1.         1.         0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999]",0.0929590760597874,-0.9999999999999842,-200.0000000000035,399.99999999999534,-200.0000000000035,-0.9999999999999842,399.9999999999987,399.99999999999534,399.9999999999987,0.9999999999999994,848.5299051889646
0.22617954049532232,0.2698324488969703,0.5039880106077075,"[0.  0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5]",0.22617954049532232,1.0000000000000009,1.887379141862766e-11,1.6653345369377348e-11,1.887379141862766e-11,0.0,-400.00000000000034,1.6653345369377348e-11,-400.00000000000034,-0.49999999999998934,565.6865298025051
0.1123317760880806,0.8667253272910216,0.02094289662089785,"[1.         0.39906345 0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999]",0.02094289662089792,-1.0000000000000058,-200.00000000000128,399.9999999999987,-200.00000000000128,-1.000000000000006,399.99999999999886,399.9999999999987,399.99999999999886,1.0000000000000064,848.5299051889668
0.15950187036967284,0.11975398759327416,0.7207441420370531,"[0.         1.         0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999]",0.11975398759327435,-9.71445146547012e-15,199.999999999996,-399.9999999999989,199.999999999996,0.9999999999999842,-1.6653345369377348e-12,-399.9999999999989,-1.6653345369377348e-12,-0.5000000000000101,632.4565202446687
0.24333978729459366,0.5231542417591677,0.23350597094623873,"[1.  0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5]",0.23350597094623876,-1.0000000000000009,-200.00000000000017,400.0000000000048,-200.00000000000017,-1.0000000000000009,193.35265393419786,400.0000000000048,193.35265393419786,0.48338163483551133,689.0375397789354
0.12747252398399728,0.08611344606336928,0.7864140299526334,"[0.  1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5]",0.08611344606336933,-4.163336342344337e-15,200.00000000000432,-399.9999999999956,200.00000000000432,0.9999999999999981,-1.1102230246251565e-12,-399.9999999999956,-1.1102230246251565e-12,-0.5000000000000032,632.4565202446698
0.17968951471043182,0.26447413459850017,0.555836350691068,"[0.  0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5]",0.17968951471043182,1.0000000000000009,1.6653345369377348e-11,1.1102230246251565e-12,1.6653345369377348e-11,1.942890293094024e-14,-400.0000000000042,1.1102230246251565e-12,-400.0000000000042,-0.5000000000000004,565.6865298025107
0.4723207299711426,0.028044096835841494,0.4996351731930159,"[0.  1.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5]",0.02804409683584153,1.0408340855860843e-15,200.0000000000084,-400.0000000000004,200.0000000000084,1.0000000000000033,2.0816681711721685e-13,-400.0000000000004,2.0816681711721685e-13,-0.4999999999999987,632.4565202446785
0.02254031743640614,0.8363887824735546,0.14107090009003928,"[0.  0.  0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.5 0.5 0.5]",0.02254031743640614,0.9999999999999998,4.232725281383409e-12,4.5102810375396984e-12,4.232725281383409e-12,7.632783294297951e-15,-400.00000000000136,4.5102810375396984e-12,-400.00000000000136,-0.4999999999999855,565.6865298025066
0.6233877005834577,0.15385786366250895,0.22275443575403348,"[0.         1.         0.49999998 0.49999998 0.49999998 0.49999998
 0.49999998 0.49999998 0.49999998 0.49999998 0.49999998 0.49999998
 0.49999998 0.49999998 0.49999998 0.49999998 0.49999998 0.49999998
 0.49999998 0.49999998 0.49999998 0.49999998]",0.15385786366251006,0.0,200.00000000059634,-400.0000000000181,200.00000000059634,1.0000000000007363,-1.7926632400744325e-10,-400.0000000000181,-1.7926632400744325e-10,-0.4999999999998811,632.4565202450726
0.07988178030204664,0.6642315705882833,0.25588664910967,"[0.         0.         0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999 0.49999999
 0.49999999 0.49999999 0.49999999 0.49999999]",0.07988178030204682,1.0000000000002007,-4.718447854656915e-11,2.4424906541753444e-11,-4.718447854656915e-11,8.326672684688674e-15,-399.9999999999965,2.4424906541753444e-11,-399.9999999999965,-0.5000000000000046,565.6865298024996
0.40821817308693864,0.14691814833497502,0.4448636785780865,"[0.         1.         0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.49999999 0.49999999 0.5        0.49999999]",0.14691814833497507,1.6653345369377348e-14,200.00000000009786,-399.99999999998255,200.00000000009786,1.0000000000000675,-1.4432899320127035e-11,-399.99999999998255,-1.4432899320127035e-11,-0.499999999999981,632.4565202447125
0.3004341753208173,0.03723796048816287,0.6623278641910199,"[0.         1.         0.50000001 0.50000001 0.50000001 0.50000001
 0.50000001 0.50000001 0.50000001 0.50000001 0.50000001 0.50000001
 0.50000001 0.50000001 0.50000001 0.50000001 0.50000001 0.50000001
 0.50000001 0.50000001 0.50000001 0.50000001]",0.037237960488162934,1.3877787807814457e-15,199.99999999999824,-399.9999999999995,199.99999999999824,0.9999999999999974,-4.163336342344337e-13,-399.9999999999995,-4.163336342344337e-13,-0.5000000000000018,632.4565202446709
