lambda1,lambda2,lambda3,x_optimal,loss_optimal,cov_11,cov_12,cov_13,cov_21,cov_22,cov_23,cov_31,cov_32,cov_33,sensitivity_norm
0.26751828776935993,0.4221575685857106,0.31032414364492955,"[0.68185101 0.64774749 0.97816926 0.77135376 0.92636703 0.81821172
 0.8987403  0.84100778 0.88371093 0.85276614 0.87555438 0.85895759
 0.87114908 0.86224844 0.86877381 0.86400622 0.86749661 0.86494535
 0.86681237 0.86544907 0.86644529 0.86571881]",1.2507757198596905,-1.8857056197423727,-384.09240241144005,765.3919103850981,-384.09240241144005,-1.9216354541032654,752.6177587896931,765.3919103850981,752.6177587896931,1.8909311841625254,1612.3217129427894
0.331256603024617,0.23188285576666223,0.4368605412087207,"[0.68831226 0.70190542 0.9592347  0.78910125 0.91642203 0.82659484
 0.89333504 0.84529047 0.88077255 0.85501189 0.8739677  0.86014772
 0.87029356 0.86288534 0.86831247 0.8643468  0.86725413 0.86512327
 0.86668759 0.86554109 0.86637751 0.86576854]",1.4847460653475877,-1.818292908753083,-360.7173365192651,720.9694670571131,-360.7173365192651,-1.8042919300854443,726.2092390094832,720.9694670571131,726.2092390094832,1.8072955451541528,1534.469772986573
0.09413205108702585,0.36368015861710334,0.5421877902958707,"[0.72200736 0.69362625 0.96250738 0.78608322 0.91815589 0.82514811
 0.89428125 0.84454739 0.8812861  0.85462078 0.87423965 0.85994079
 0.87044128 0.86277264 0.86839721 0.86428717 0.86729747 0.86509497
 0.86670778 0.86552417 0.86639101 0.86575637]",1.672039768815688,-1.7722175414484953,-360.1383144362069,719.621761118998,-360.1383144362069,-1.8012321098116013,708.5806650255532,719.621761118998,708.5806650255532,1.784478013028945,1516.341932564004
0.17239657336274322,0.5592868971993731,0.2683165294378838,"[0.69531977 0.         0.75000236 0.93749624 0.80859945 0.90476789
 0.83616071 0.88699986 0.8502276  0.8773423  0.85761272 0.87211054
 0.86153722 0.86928901 0.8636264  0.86777869 0.86473559 0.86697167
 0.86533205 0.86652978 0.86565994 0.86628956]",1.1264785931639927,-3.059381057947408,-750.2927359765232,1501.2398986877295,-750.2927359765232,-3.75204654793182,1221.8353223142885,1501.2398986877295,1221.8353223142885,3.4025130807139092,2935.833607446598
0.23906118797271728,0.7399540381408524,0.020984773886430316,"[0.         0.         0.7500011  0.93749742 0.80859726 0.9047655
 0.83616761 0.88698921 0.85024104 0.87733017 0.85762117 0.87211012
 0.8615327  0.86929375 0.86362324 0.86777859 0.86473383 0.86697372
 0.86532987 0.86652716 0.86567194 0.86627554]",0.1049238695172894,-4.999999910737369,-999.9999997572088,1999.9999898153037,-999.9999997572088,-4.999999971471384,2000.0000072685286,1999.9999898153037,2000.0000072685286,5.000000048102894,4242.649523080925
0.04800287663254893,0.010755549023808944,0.9412415743436422,"[0.72863133 0.73074462 0.94675584 0.80040995 0.90975235 0.83210354
 0.88970349 0.84813355 0.87880052 0.85651204 0.87290047 0.86094554
 0.86971857 0.86330957 0.86800356 0.86457393 0.86708583 0.86524635
 0.86659634 0.86560745 0.86632991 0.86580363]",2.3767495683527127,-1.7512978464650164,-349.77475283441527,699.4712158015392,-349.77475283441527,-1.7491606610707588,700.3042702163764,699.4712158015392,700.3042702163764,1.7497651046392448,1484.6097295121667
0.2037233079291513,0.27604192269594807,0.5202347693749007,"[0.70989881 0.70191711 0.95922829 0.78910954 0.91641564 0.8265968
 0.89333604 0.84528588 0.88077739 0.85500921 0.87396854 0.86014645
 0.870295   0.86288231 0.86831461 0.86434543 0.86725311 0.86512277
 0.86668568 0.86554346 0.86637349 0.86577386]",1.6346564696839347,-1.7830500837880514,-358.13091777778357,715.7909024175435,-358.13091777778357,-1.7912195849324464,712.6899046343959,715.7909024175435,712.6899046343959,1.7847969698798316,1515.6160839985675
0.4291275471695024,0.16545797103283325,0.40541448179766437,"[0.66908899 0.70896378 0.95633272 0.79176433 0.91487599 0.82787431
 0.89250036 0.8459436  0.88032253 0.85535549 0.87372264 0.86032826
 0.87016396 0.86297945 0.86824268 0.8643986  0.86721147 0.86515469
 0.86666206 0.86556164 0.86636133 0.86578199]",1.4254120266434593,-1.8530079056066961,-362.19955212110744,724.1079874602052,-362.19955212110744,-1.8117874852973115,739.4035717880554,724.1079874602052,739.4035717880554,1.8268314430364585,1550.6408751196966
0.09667506403216004,0.7844882179420298,0.1188367180258101,"[0.68489563 0.         0.74999978 0.93749862 0.80859595 0.90476632
 0.83616834 0.88698671 0.85024696 0.87732247 0.85762756 0.87210236
 0.86153867 0.86929028 0.86362362 0.86777456 0.86474109 0.86696457
 0.86533448 0.8665295  0.86565062 0.86629663]",0.5129390087229921,-3.083825631164544,-751.9180836493622,1505.5682440786288,-751.9180836493622,-3.761070480654499,1228.1170812649689,1505.5682440786288,1228.1170812649689,3.4125815783965674,2946.321692573327
0.6944697710159613,0.1770298233874833,0.1285004055965553,"[0.         0.6464467  0.97855181 0.77099073 0.92655768 0.81805383
 0.89883944 0.84092789 0.8837674  0.85272352 0.87558543 0.85893553
 0.87116703 0.86223284 0.86878855 0.8639943  0.86750652 0.8649406
 0.86681525 0.86544918 0.86644403 0.8657201 ]",0.6029519649381523,-3.8077874335311512,-634.4094261152766,1260.1353534692828,-634.4094261152766,-3.173764388907685,1524.3288657771402,1260.1353534692828,1524.3288657771402,3.468979321933241,2937.3502423000314
0.12778761664756313,0.6189153875031824,0.2532969958492544,"[0.70343328 0.         0.74999904 0.93750157 0.80859213 0.90476991
 0.83616254 0.88699345 0.85023712 0.87733167 0.85762281 0.87210381
 0.86153916 0.86929073 0.86362275 0.86777942 0.86473945 0.86696287
 0.8653416  0.86652249 0.86566333 0.86628935]",1.038971754217502,-3.046184640887084,-749.3230888257507,1499.2786167297822,-749.3230888257507,-3.747215755960087,1216.7512442461125,1499.2786167297822,1216.7512442461125,3.394088645674387,2929.103095746975
0.4615488525150127,0.01041837545572343,0.5280327720292639,"[0.68109109 0.73030241 0.94696054 0.80022651 0.90986195 0.83201413
 0.88976585 0.84808447 0.8788372  0.85648234 0.87292151 0.86092751
 0.86973245 0.86330078 0.86801144 0.86456961 0.86708954 0.86524201
 0.86659902 0.86560449 0.86632869 0.8658043 ]",1.643184710472462,-1.8232178670436472,-354.4580018654475,708.9670584933305,-354.4580018654475,-1.7728555413617286,728.0884662858878,708.9670584933305,728.0884662858878,1.7952155026899508,1522.0988304463667
0.19793178988248103,0.20055513621530874,0.6015130739022103,"[0.7134212  0.71317772 0.95455652 0.79338056 0.91393009 0.82866282
 0.89198053 0.84635335 0.88003967 0.85557171 0.87357247 0.86044429
 0.87007851 0.86304226 0.86820015 0.86442766 0.86719609 0.86516091
 0.86665683 0.86556324 0.86636127 0.86578304]",1.779343284640231,-1.773040328471942,-354.56294365601605,708.8638910374323,-354.56294365601605,-1.773289356757446,708.7685269531496,708.8638910374323,708.7685269531496,1.771640373261496,1503.7023876408962
0.5288861636257658,0.20576416919974758,0.26534966717448666,"[0.59097185 0.68725428 0.96494037 0.78383094 0.91943856 0.82407264
 0.89497644 0.84399374 0.88167018 0.8543292  0.87445218 0.85978482
 0.87055452 0.8626905  0.86845326 0.86424289 0.86732727 0.8650647
 0.8667296  0.86550837 0.86640251 0.86575233]",1.1580816566864436,-2.083701540342142,-395.4414050851529,789.6608257586201,-395.4414050851529,-1.9790318829458142,824.3474391314143,789.6608257586201,824.3474391314143,2.0003299892220383,1708.5039975637815
