lambda1,lambda2,lambda3,x_optimal,loss_optimal,cov_11,cov_12,cov_13,cov_21,cov_22,cov_23,cov_31,cov_32,cov_33,sensitivity_norm
0.09784296501149996,0.6276139633959614,0.27454307159253855,[0. 0. 0. 0. 0. 0. 0.],6.866516590524867,-11.535000000000117,-1759.0000000000216,3518.0000000000077,-1759.0000000000216,-8.795000000000108,4614.000000000011,3518.0000000000077,4614.000000000011,10.164999999999935,8574.328879596085
0.729092004503085,0.13546540941426943,0.1354425860826456,[0. 0. 0. 0. 0. 0. 0.],3.9135054522584154,-11.535000000000029,-1759.0000000000039,3517.99999999999,-1759.0000000000039,-8.79500000000002,4613.999999999994,3517.99999999999,4613.999999999994,10.165000000000024,8574.328879596045
0.0200119501874526,0.6726183177105184,0.3073697321020289,[0. 0. 0. 1. 1. 1. 0.],7.018487941092311,-5.323490000000053,-1774.7000000000135,3549.3999999999737,-1774.7000000000135,-8.873499999999979,-5966.985929166277,3549.3999999999737,-5966.985929166277,-2.771397322915714,10134.375058035279
0.25890493093112465,0.004373639091215078,0.7367214299776603,[0. 0. 0. 0. 0. 0. 0.],10.490065465902243,-11.535000000000117,-1759.0000000000216,0.0,-1759.0000000000216,-8.795000000000108,4614.000000000011,0.0,4614.000000000011,0.0,6983.291803172079
0.8026024923499441,0.10723696528112109,0.09016054236893489,[0. 0. 0. 0. 0. 0. 0.],3.313831141095936,-11.534999999999984,-1758.999999999995,3517.9999999999986,-1758.999999999995,-8.794999999999975,4614.000000000003,3517.9999999999986,4614.000000000003,10.16499999999998,8574.328879596058
0.15474872732017797,0.2770607756460601,0.5681904970337619,[0. 0. 0. 0. 0. 0. 0.],9.293223908554648,-11.53499999999994,-1758.9999999999861,3518.000000000043,-1758.9999999999861,-8.79499999999993,4614.000000000046,3518.000000000043,4614.000000000046,10.165000000000113,8574.328879596138
0.3046859769719794,0.18545189156142977,0.5098621314665907,[0. 0. 0. 0. 0. 0. 0.],8.369397869345441,-11.535000000000117,-1759.0000000000216,3518.0000000000077,-1759.0000000000216,-8.795000000000108,4614.000000000011,3518.0000000000077,4614.000000000011,10.164999999999935,8574.328879596085
0.15780486043324113,0.36292607039767033,0.4792690691690884,[0. 0. 0. 0. 0. 0. 0.],8.502786145755051,-11.53499999999994,-1758.9999999999861,3518.000000000043,-1758.9999999999861,-8.79499999999993,4614.000000000046,3518.000000000043,4614.000000000046,10.165000000000113,8574.328879596138
0.2569771277126353,0.6490258916101708,0.0939969806771939,[0. 0. 0. 0. 0. 0. 0.],4.842586115123299,-11.535000000000029,-1759.0000000000039,3518.0000000000255,-1759.0000000000039,-8.79500000000002,4614.000000000029,3518.0000000000255,4614.000000000029,10.165000000000024,8574.328879596113
0.43310547649929537,0.5383635927629493,0.02853093073775539,[0. 0. 0. 0. 0. 0. 0.],3.784220530230489,-11.534999999999984,-1758.999999999995,3518.0000000000164,-1758.999999999995,-8.794999999999975,4614.000000000003,3518.0000000000164,4614.000000000003,10.165000000000024,8574.328879596074
0.7862860496381189,0.1571686458269391,0.05654530453494223,[0. 0. 0. 0. 0. 0. 0.],3.062892177376372,-11.534999999999984,-1758.999999999995,3517.9999999999986,-1758.999999999995,-8.794999999999975,4614.000000000003,3517.9999999999986,4614.000000000003,10.165000000000024,8574.328879596058
0.3718667069087166,0.42150531350147086,0.20662797958981252,[0. 0. 0. 0. 0. 0. 0.],5.518378303562518,-11.535000000000029,-1759.0000000000039,3517.99999999999,-1759.0000000000039,-8.79500000000002,4613.999999999994,3517.99999999999,4613.999999999994,10.165000000000024,8574.328879596045
0.2244157914592176,0.06348919144263249,0.7120950170981499,[0. 0. 0. 0. 0. 0. 0.],10.367976406779974,-11.535000000000117,-1759.0000000000216,3518.0000000000077,-1759.0000000000216,-8.795000000000108,4614.000000000011,3518.0000000000077,4614.000000000011,10.164999999999935,8574.328879596085
0.41619664065684514,0.0933800683775676,0.4904232909655871,[0. 0. 0. 0. 0. 0. 0.],7.8928940486425825,-11.53499999999994,-1758.9999999999861,3518.0000000000077,-1758.9999999999861,-8.79500000000002,4614.000000000029,3518.0000000000077,4614.000000000029,10.165000000000024,8574.32887959609
0.012795366992628511,0.8777086435721796,0.10949598943519176,[0. 1. 1. 1. 1. 1. 0.],5.208096746755077,-2.4295303724402473,-1195.9080744880523,4128.191925511935,-1195.9080744880523,-8.727125000000058,-5275.1847081123415,4128.191925511935,-5275.1847081123415,-0.9687067702809138,9622.866506717282
0.4951224874668689,0.17026497160190265,0.3346125409312286,[0. 0. 0. 0. 0. 0. 0.],6.306281681830936,-11.535000000000029,-1759.0000000000039,3517.99999999999,-1759.0000000000039,-8.79500000000002,4613.999999999994,3517.99999999999,4613.999999999994,10.165000000000024,8574.328879596045
0.17628115924849175,0.04553687509189178,0.7781819656596166,[0. 0. 0. 0. 1. 1. 0.],11.06687853938384,-10.112852774837933,-1518.8274450324002,3505.2725549675756,-1518.8274450324002,-8.373500000000078,3733.396000000013,3505.2725549675756,3733.396000000013,8.853494999999967,7554.090755351338
0.227841399620259,0.4282919205848592,0.34386667979488167,[0. 0. 0. 0. 0. 0. 0.],7.120022013836474,-11.53499999999994,-1759.0000000000216,3517.9999999999723,-1759.0000000000216,-8.79500000000002,4613.999999999994,3517.9999999999723,4613.999999999994,10.165000000000024,8574.328879596038
